w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27
0.07123960571576908,0.027345052300878407,0.05549518011345863,0.04152177445243459,0.03607019897147588,0.03488892583568157,0.036312113893697005,0.0360825801729807,0.03887029878609225,0.03733730604617443,0.0365284921901713,0.03225445286319416,0.03831277107322158,0.03691601922226704,0.036725065398817,0.026322268961009757,0.03386389842734306,0.03904638093068859,0.03016550176057195,0.042483523858569405,0.03831813808382009,0.041002841805078655,0.03220185709792801,0.02780739138739183,0.042609225575128536,0.017871089709639087,0.03048637970170888,0.04101893474193978
