-9.0,1.0,-1.0,2.5967741935483843,0.015000000000000013,1.3075268817204302,0.007000000000000006,-4.998924731182795,-0.04999999999999993,0.0,0.0,0.907526881720429,1.221505376344087,0.06236559139784914,0.0,0.0,1.5,0.0,13.34,5.189999999999998,9.940000000000001,0.0,0.0,0.0,0.0,1.0
-3.0,7.0,14.0,6.1416122004357305,0.04899999999999999,-0.5239651416122006,0.01100000000000001,7.722222222222221,0.122,0.0,0.0,6.6220043572984775,0.3311546840958606,1.1056644880174291,0.0,0.0,19.5,0.0,5.94,19.43,1.46,0.0,0.0,0.0,0.0,1.0
-5.0,-3.0,-1.0,0.6272727272727288,0.034999999999999976,-1.3484848484848486,-0.056999999999999995,0.7303030303030305,-0.019000000000000017,0.0,0.0,2.1939393939393934,-0.10909090909090935,0.23636363636363633,0.0,0.0,0.5999999999999943,0.0,1.9799999999999995,3.459999999999999,-0.9100000000000001,0.0,0.0,0.0,0.0,1.0
-11.0,-1.0,1.0,3.118371212121211,0.04199999999999998,1.416666666666667,0.06,1.662878787878789,0.028000000000000025,0.0,0.0,2.955492424242424,0.4375,1.0615530303030303,0.0,0.0,9.300000000000011,0.0,8.62,7.83,8.84,0.0,0.0,0.0,0.0,1.0
-11.0,5.0,2.0,7.114285714285714,0.009000000000000008,-0.1904761904761907,-0.059,-2.7857142857142865,-0.07399999999999995,0.0,0.0,0.519047619047619,3.466666666666666,3.0,0.0,0.0,11.299999999999997,0.0,12.32,17.02,-7.8,0.0,0.0,0.0,0.0,1.0
-5.0,0.0,-3.0,-0.1875,-0.006000000000000005,-1.3125,-0.018000000000000016,-0.90625,-0.006000000000000005,0.0,0.0,-1.625,-2.75,0.75,0.0,0.0,-2.5999999999999943,0.0,6.89,2.3400000000000007,1.2399999999999998,0.0,0.0,0.0,0.0,1.0
-13.0,2.0,3.0,6.246732026143793,0.04899999999999999,1.7663398692810457,0.02799999999999997,-1.1045751633986924,0.02200000000000002,0.0,0.0,5.436274509803921,3.258169934640523,0.3594771241830066,0.0,0.0,13.200000000000003,0.0,15.56,15.48,5.500000000000001,0.0,0.0,0.0,0.0,1.0
-15.0,8.0,21.0,7.912280701754387,0.08700000000000002,-0.8456140350877188,0.03899999999999998,3.2263157894736842,0.06299999999999994,0.0,0.0,6.8350877192982455,2.0614035087719307,1.6157894736842104,0.0,0.0,18.19999999999999,0.0,10.3,24.92,6.14,0.0,0.0,0.0,0.0,1.0
-1.0,2.0,1.0,0.23333333333333428,-0.04299999999999998,1.4380952380952379,-0.04999999999999999,4.399999999999999,0.008000000000000007,0.0,0.0,-2.2714285714285705,1.9642857142857144,0.4119047619047618,0.0,0.0,6.299999999999997,0.0,-3.2300000000000004,5.049999999999999,-8.510000000000002,0.0,0.0,0.0,0.0,1.0
-13.0,-3.0,5.0,6.991935483870968,0.057999999999999996,-1.1509216589861753,0.009000000000000008,1.8352534562211993,-0.017999999999999905,0.0,0.0,2.9055299539170516,0.3444700460829493,2.8156682027649773,0.0,0.0,14.699999999999989,0.0,8.04,19.5,-0.41999999999999993,0.0,0.0,0.0,0.0,0.0
-13.0,6.0,9.0,-2.48472906403941,0.010999999999999954,-0.9290640394088667,0.046999999999999986,5.06600985221675,0.11699999999999999,0.0,0.0,-1.3990147783251228,0.8197044334975363,0.39211822660098505,0.0,0.0,-0.7999999999999972,0.0,13.629999999999999,7.8100000000000005,12.8,0.0,0.0,0.0,0.0,1.0
-7.0,0.0,1.0,-0.43333333333333357,0.006000000000000005,-3.766666666666667,-0.044999999999999984,-0.16666666666666785,-0.014000000000000012,0.0,0.0,-1.4000000000000004,2.3999999999999995,-0.2333333333333334,0.0,0.0,-4.799999999999997,0.0,7.93,1.6800000000000006,8.57,0.0,0.0,0.0,0.0,1.0
-3.0,0.0,1.0,-2.2121212121212146,-0.02300000000000002,1.212121212121212,-0.014000000000000012,-1.8484848484848495,0.03400000000000003,0.0,0.0,-5.363636363636363,0.7575757575757578,-0.030303030303030276,0.0,0.0,-5.099999999999994,0.0,1.120000000000001,-1.2599999999999998,0.8000000000000007,0.0,0.0,0.0,0.0,1.0
