1448,1,32.0,26.0,24.8125,0.468,6.96875,0.363,14.84375,0.764,0.0,33.03125,13.21875,5.34375,5.625,0.0,0.0,71.4,0.0,10.83,3.24,15.9,19.15,0.0,0.0,0.0,1.0,0.0
1269,2,34.0,29.0,29.41176470588235,0.462,5.294117647058823,0.342,16.735294117647058,0.659,0.0,40.64705882352941,17.058823529411764,7.794117647058823,8.029411764705882,0.0,0.0,80.9,0.0,8.03,12.66,10.48,23.15,0.0,0.0,0.0,1.0,0.0
1437,3,33.0,25.0,28.424242424242426,0.482,8.06060606060606,0.395,13.515151515151516,0.722,0.0,32.333333333333336,18.818181818181817,8.212121212121213,4.9393939393939394,0.0,0.0,78.4,0.0,7.98,8.18,7.92,16.1,0.0,0.0,0.0,1.0,0.0
1329,4,37.0,27.0,27.45945945945946,0.502,6.324324324324325,0.389,16.027027027027028,0.68,0.0,34.648648648648646,17.7027027027027,8.08108108108108,3.2162162162162162,0.0,0.0,77.3,0.0,10.27,6.97,14.75,21.72,0.0,0.0,0.0,1.0,0.0
1104,5,33.0,23.0,27.03030303030303,0.453,6.2727272727272725,0.335,12.636363636363637,0.644,0.0,38.75757575757576,15.181818181818182,6.0606060606060606,6.090909090909091,0.0,0.0,73.0,0.0,6.59,1.36,14.11,15.47,0.0,0.0,0.0,0.0,0.0
1409,6,32.0,24.0,24.5625,0.415,6.90625,0.341,18.78125,0.718,0.0,36.96875,14.65625,7.28125,3.46875,0.0,0.0,74.8,0.0,4.66,3.93,8.45,12.38,0.0,0.0,0.0,0.0,1.0
1150,7,28.0,19.0,26.25,0.44,5.392857142857143,0.35,16.642857142857142,0.744,0.0,37.642857142857146,15.25,6.392857142857143,5.392857142857143,0.0,0.0,74.5,0.0,3.54,3.74,5.52,9.26,0.0,0.0,0.0,0.0,0.0
1278,8,32.0,19.0,26.28125,0.432,6.3125,0.336,14.875,0.689,0.0,36.5625,16.125,7.5625,2.625,0.0,0.0,73.8,0.0,6.27,5.54,8.34,13.88,0.0,0.0,0.0,0.0,0.0
1387,9,31.0,23.0,25.29032258064516,0.44,9.161290322580646,0.389,16.06451612903226,0.692,0.0,31.161290322580644,15.161290322580646,8.0,1.064516129032258,0.0,0.0,75.8,0.0,4.0,4.54,12.69,17.23,0.0,0.0,0.0,0.0,0.0
1390,10,29.0,20.0,26.655172413793103,0.446,4.862068965517241,0.391,20.79310344827586,0.729,0.0,34.3448275862069,13.586206896551724,6.931034482758621,2.7586206896551726,0.0,0.0,79.0,0.0,7.32,7.19,5.96,13.15,0.0,0.0,0.0,0.0,0.0
1228,11,31.0,19.0,26.548387096774192,0.447,5.387096774193548,0.365,14.580645161290322,0.651,0.0,35.03225806451613,12.806451612903226,5.612903225806452,1.7096774193548387,0.0,0.0,73.1,0.0,7.68,2.94,9.01,11.95,0.0,0.0,0.0,0.0,0.0
1335,12,28.0,22.0,30.107142857142858,0.475,8.821428571428571,0.408,13.0,0.659,0.0,34.25,18.214285714285715,8.607142857142858,3.2142857142857144,0.0,0.0,82.0,0.0,-5.38,7.66,0.96,8.62,0.0,0.0,0.0,0.0,0.0
1180,13,30.0,22.0,25.733333333333334,0.444,6.6,0.361,17.333333333333332,0.699,0.0,36.733333333333334,15.466666666666667,5.633333333333334,2.8,0.0,0.0,75.4,0.0,-3.69,1.73,3.95,5.68,0.0,0.0,0.0,1.0,0.0
1330,14,33.0,21.0,26.242424242424242,0.445,6.818181818181818,0.361,17.90909090909091,0.717,0.0,33.0,16.333333333333332,9.363636363636363,4.151515151515151,0.0,0.0,77.2,0.0,1.2,2.97,1.11,4.08,0.0,0.0,0.0,1.0,0.0
